SourceId	SourceLabel	SourceEntityType	EdgeLabel	TargetId	TargetLabel	TargetEntityType	PUBMED_ID	nsent	ntagged_nsent	nsent_nrelation	period
10090	mouse	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	11113132	1	1	1	2001-03-01
10090	mouse	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidins	P	11113132	1	1	1	2001-03-01
10090	mouse	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11113132	1	1	1	2001-03-01
10090	mouse	S	co-occurrence	P81172;Q5NVR8;Q99MH3;Q9EQ21	HEPC	P	11113132	10	10	10	2001-03-01
10090	mouse	S	co-occurrence	P81172;Q5NVR8;Q99MH3;Q9EQ21	HEPC	P	11113132	8	8	8	2001-03-01
10090	mouse	S	co-occurrence	P81172;Q5NVR8;Q99MH3;Q9EQ21	HEPC	P	11113132	9	9	9	2001-03-01
10090	mouse	S	co-occurrence	P81172;Q5NVR8;Q99MH3;Q9EQ21	Hepc	P	11113132	10	10	10	2001-03-01
10090	mouse	S	co-occurrence	P81172;Q5NVR8;Q99MH3;Q9EQ21	Hepc	P	11113132	8	8	8	2001-03-01
10090	mouse	S	co-occurrence	P81172;Q5NVR8;Q99MH3;Q9EQ21	Hepc	P	11113132	9	9	9	2001-03-01
10090	mouse	S	co-occurrence	Q15853;Q63665;Q64705	USF2	P	11113132	8	8	8	2001-03-01
1280	Staphylococcusaureus	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	11113131	24	24	24	2001-03-01
1280	Staphylococcusaureus	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidins	P	11113131	24	24	24	2001-03-01
1280	Staphylococcusaureus	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11113131	24	24	24	2001-03-01
1282	Staphylococcusepidermidis	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	11113131	24	24	24	2001-03-01
1282	Staphylococcusepidermidis	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidins	P	11113131	24	24	24	2001-03-01
1282	Staphylococcusepidermidis	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11113131	24	24	24	2001-03-01
1319	groupBStreptococcus	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	11113131	24	24	24	2001-03-01
1319	groupBStreptococcus	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidins	P	11113131	24	24	24	2001-03-01
1319	groupBStreptococcus	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11113131	24	24	24	2001-03-01
39107	murine	S	co-occurrence	P42212	greenfluorescentprotein	P	11113132	12	12	12	2001-03-01
39107	murine	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	11113132	6	6	6	2001-03-01
39107	murine	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidins	P	11113132	6	6	6	2001-03-01
39107	murine	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11113132	6	6	6	2001-03-01
5061	Aspergillusniger	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	11113131	24	24	24	2001-03-01
5061	Aspergillusniger	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidins	P	11113131	24	24	24	2001-03-01
5061	Aspergillusniger	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11113131	24	24	24	2001-03-01
5085	Aspergillusfumigatus	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	11113131	24	24	24	2001-03-01
5085	Aspergillusfumigatus	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidins	P	11113131	24	24	24	2001-03-01
5085	Aspergillusfumigatus	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	11113131	24	24	24	2001-03-01
5476	Candidaalbicans	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	11113131	24	24	24	2001-03-01
5476	Candidaalbicans	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidins	P	11113131	24	24	24	2001-03-01
